cikkszam,korona,Eszköz,Alszám,lelszam,Megnev,dátuma,Beszért,KumÉCS,Kszért,Pénznem,Telephely,Gyártszám,Típusmegn,Mennyiség,mennyitip,Tipus,Hely,Megjegyzés,Mező20,Mező21
121-001070,1/17795,3002701,0,020520,HŰTŐSZEKRÉNY,06/09/2004,69998,-69998,0,HUF,2080000000,43150415,ZANUSSI ZD,1,DB,NEM INFO,,,,
121-001087,1/17867,3002712,0,023185,HÁLÓZATI ESZKÖZÖK (SWITCH ÉS EGYEBEK),06/10/2004,152618,-152618,0,HUF,2080000000,,OKP HA 3COM,1,DB,INFO,,,,
121-001087/7,,,1,079466,PATCH PANEL,03/01/2005,46575,-46575,0,HUF,2080000000,DB,,3,DB,INFO,,,,
121-001087/2,,,2,079461,MODUL,03/01/2005,119750,-119750,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001087/1,,,3,079460,SWITCH 4226T,03/01/2005,151000,-151000,0,HUF,2080000000,,,1,DB,INFO,,ÁTVETT,,
121-001087/8,,,4,079467,LÉZER 200M 10 MBIT,12/10/2005,691250,-691250,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001087/1,,,5,079469,SWI 24X1000+4 SWITCH,12/10/2005,587500,-587500,0,HUF,2080000000,,,1,DB,INFO,Átadva,Ki kéne venni,,
121-001087/9,,,6,079468,SWI 24x1000 SWITCH NEM M.,12/10/2005,176250,-176250,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001087/1,,,7,079471,MT-RJ CSATLAKOZÓ (PANEL),08/10/2006,113580,-113580,0,HUF,2080000000,1/17867/12,,3,DB,INFO,,,,
121-001087/1,,,8,079470,ANTENNA,08/10/2006,132000,-132000,0,HUF,2080000000,1/17867/11,,4,DB,INFO,,,,
121-001111,1/1807*,3002732,0,023440,INFORMATIKAI HÁLÓZAT,09/11/2004,48960,-48960,0,HUF,2080000000,-,,1,DB,INFO,,,,
121-001275,1/18552,3002855,0,026040,HELYMEGHATÁROZÓ KÉSZÜLÉK (GPS),06/07/2005,119900,-119900,0,HUF,2080000000,-,VISTA C GPS,1,DB,INFO,,,,
121-001275/1,,,1,081338,NAVIGUIDE SZOFTVER,26/08/2005,34900,-34900,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001276,1/18431,3002856,0,026041,HELYMEGHATÁROZÓ KÉSZÜLÉK (GPS),06/07/2005,119900,-119900,0,HUF,2080000000,-,VISTA C GPS,1,DB,INFO,,,,
121-001276/1,,,1,081337,GPS 18 DELUXE CSOMAG,26/08/2005,69900,-69900,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001277,1/18551,3002857,0,026067,TESZTELŐ-FEJLESZTŐ EGYSÉG,19/07/2005,189376,-189376,0,HUF,2080000000,,MPLAB ICE200,1,DB,INFO,,,,
121-001277/9,,,1,081351,XC2C64-7PC44C,26/08/2005,3250,-3250,0,HUF,2080000000,,,5,DB,INFO,,,,
121-001277/8,,,2,081350,XC9572XL-10PC44C,26/08/2005,3250,-3250,0,HUF,2080000000,,,5,DB,INFO,,,,
121-001277/7,,,3,081349,XC9572-15PC44C,26/08/2005,4562,-4562,0,HUF,2080000000,,,5,DB,INFO,,,,
121-001277/6,,,4,081348,LETÖLTŐKÁBEL,26/08/2005,28000,-28000,0,HUF,2080000000,,,4,DB,INFO,,,,
121-001277/5,,,5,081347,KISÉRLETI PANEL,26/08/2005,71500,-71500,0,HUF,2080000000,,,4,DB,INFO,,,,
121-001277/4,,,6,081346,DO.SPAR3-DK,26/08/2005,70000,-70000,0,HUF,2080000000,,,2,DB,INFO,,,,
121-001277/3,,,7,081345,ADAPTER,26/08/2005,31310,-31310,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001277/1,,,8,081343,PROCESSZOR MODUL,26/08/2005,84335,-84335,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001277/2,,,9,081344,ADAPTER,26/08/2005,31310,-31310,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001279,1/18556,3002859,0,026103,RACK SZEKRÉNY,06/07/2005,131775,-131775,0,HUF,2080000000,-,OKP EH TRITO,1,DB,INFO,Blabor,,,
121-001279/1,,,1,081354,VENTILLÁTOROS EGYSÉG,29/08/2005,25000,-25000,0,HUF,2080000000,,,1,DB,INFO,Blabor,,,
121-001280,1/18557,3002860,0,026105,RACK SZEKRÉNY,06/07/2005,1,-1,0,HUF,2080000000,-,OKP EH TRITO,1,DB,INFO,Blabor,,,
121-001280/1,,,1,081355,VENTILLÁTOROS EGYSÉG,29/08/2005,156775,-156775,0,HUF,2080000000,,,1,DB,INFO,Blabor,,,
121-001335,1/18701,3002907,0,026645,HÜTŐSZEKRÉNY,23/09/2005,66999,-66999,0,HUF,2080000000,,ZANUSSI ZD,1,DB,NEM INFO,,,,
121-001336,1/18702,3002908,0,026646,HÜTŐSZEKRÉNY,23/09/2005,66999,-66999,0,HUF,2080000000,,ZANUSSI ZD,1,DB,NEM INFO,,,,
121-001349,1/18431,3002921,0,026667,MIKROSZKÓP,06/07/2005,88375,-88375,0,HUF,2080000000,NINCS,,1,DB,INFO,,Optikai mikroszkóp,,
121-001386,1/18769,3002954,0,026892,RACK SZEKRÉNY,20/10/2005,19875,-19875,0,HUF,2080000000,-,U,1,DB,INFO,,,,
121-001386/3,,,1,081823,SS3 24X100,22/12/2005,100750,-100750,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001386/2,,,2,081822,VENTILLÁTOR,22/12/2005,34875,-34875,0,HUF,2080000000,,,1,DB,INFO,,,,
121-001386/1,,,3,081821,PATCH PANEL,22/12/2005,13075,-13075,0,HUF,2080000000,,,2,DB,INFO,,,,
121-001476,1/19236,3003028,0,027806,IPARI KAMERA,03/04/2006,96625,-96625,0,HUF,2080000000,-,OBSERVER,1,DB,INFO,,,,
121-001485,1/19347/1,3003035,0,027921,INTERAKTÍV TÁBLA,27/04/2006,504000,-504000,0,HUF,2080000000,-,SMART SB680,1,DB,INFO,,,,
121-001485/1,,,1,082872,KIEGÉSZÍTŐ MODUL,19/05/2006,86400,-86400,0,HUF,2080000000,1/19347/2,,1,DB,INFO,,,,
121-001515,1/19643,3003061,0,028142,IPARI KAMERA,02/05/2006,96625,-96625,0,HUF,2080000000,-,OBSERVER,1,DB,INFO,,,,
121-001518,1/19641,3003062,0,028145,IPARI KAMERA,09/05/2006,96625,-96625,0,HUF,2080000000,-,OBSERWER,1,DB,INFO,,,,
121-001543,,3003083,0,028877,KLIMABERENDEZÉS,24/07/2006,547128,-547128,0,HUF,2080000000,EGYEDI,,2,DB,NEM INFO,,,,
121-001574,1/20077,3003110,0,029012,RACK SZEKRÉNY,28/07/2006,52788,-52788,0,HUF,2080000000,?,,1,DB,INFO,,,,
121-001574/9,,,1,084875,LC CONNECTOR LX/LH,08/01/2008,167958,-167958,0,HUF,2080000000,1/20077/9,,1,DB,INFO,,,,
121-001574/7,,,2,084873,MODULAR RJ-45,26/09/2006,3816,-3816,0,HUF,2080000000,1/20077/7,,1,DB,INFO,,,,
121-001574/1,,,3,084867,KOSÁR+CSAVAR,26/09/2006,432,-432,0,HUF,2080000000,1/20077/1,,4,DB,INFO,,,,
121-001574/2,,,4,084868,FLAI FTP (DRAKA),26/09/2006,53400,-53400,0,HUF,2080000000,1/20077/2,,1,DB,INFO,,,,
121-001574/5,,,5,084871,TÚLFESZÜLTSÉG LEVEZETŐ,26/09/2006,30000,-30000,0,HUF,2080000000,1/20077/5,,1,DB,INFO,,,,
121-001574/8,,,6,084874,DESKTOP (3C2000-T),26/09/2006,24240,-24240,0,HUF,2080000000,1/20077/8,,2,DB,INFO,,,,
121-001574/4,,,7,084870,PATCH PANEL (CAT6),26/09/2006,31800,-31800,0,HUF,2080000000,1/20077/4,,1,DB,INFO,,,,
121-001574/3,,,8,084869,KÁBELCSATORNA,26/09/2006,15000,-15000,0,HUF,2080000000,1/20074/3,,1,DB,INFO,,,,
121-001574/6,,,9,084872,FALI ALJZAT,26/09/2006,264,-264,0,HUF,2080000000,1/20077/6,,1,DB,INFO,,,,
121-001575,1/20078,3003111,0,029013,RACK SZEKRÉNY,28/07/2006,52788,-52788,0,HUF,2080000000,?,,1,DB,INFO,B104,,,
121-001575/5,,,1,084880,DESKTOP (3C2000-T),26/09/2006,24240,-24240,0,HUF,2080000000,1/20078/5,,1,DB,INFO,Alszám probléma,,,
121-001575/4,,,2,084879,MODULAR BETÉT (RJ-45),26/09/2006,2544,-2544,0,HUF,2080000000,1/20078/4,,1,DB,INFO,Alszám probléma,,,
121-001575/3,,,3,084878,FALI ALJZAT,26/09/2006,264,-264,0,HUF,2080000000,1/20078/3,,1,DB,INFO,Alszám probléma,,,
121-001575/2,,,4,084877,TÚLFESZÜLTSÉG LEVEZETŐ,26/09/2006,30000,-30000,0,HUF,2080000000,1/20078/2,,4,DB,INFO,Alszám probléma,,,
121-001575/1,,,5,084876,KOSÁR+CSAVAR,26/09/2006,432,-432,0,HUF,2080000000,1/20078/1,,4,DB,INFO,Alszám probléma,,,
121-001576,1/20079,3003112,0,029014,RACK SZEKRÉNY,28/07/2006,31860,-31860,0,HUF,2080000000,?,TRITON 6U,1,DB,INFO,Soós 101,B104?,,
121-001576/5,,,1,084885,MODULAR BETÉT (RJ-45),26/09/2006,2544,-2544,0,HUF,2080000000,1/20079/5,,2,DB,INFO,Alszám probléma,,,
121-001576/6,,,2,084886,DESKTOP (3C2000-T),26/09/2006,12120,-12120,0,HUF,2080000000,1/20079/6,,1,DB,INFO,Alszám probléma,,,
121-001576/4,,,3,084884,FALI ALJZAT,26/09/2006,264,-264,0,HUF,2080000000,1/20079/4,,1,DB,INFO,Alszám probléma,,,
121-001576/3,,,4,084883,TÚLFESZÜLTSÉG LEVEZETŐ,26/09/2006,22500,-22500,0,HUF,2080000000,1/20079/3,,3,DB,INFO,Alszám probléma,,,
121-001576/2,,,5,084882,ELOSZTÓSÁV,26/09/2006,7500,-7500,0,HUF,2080000000,1/20079/2,,1,DB,INFO,Alszám probléma,,,
121-001576/1,,,6,084881,KOSÁR+CSAVAR,26/09/2006,432,-432,0,HUF,2080000000,1/20079/1,,4,DB,INFO,Alszám probléma,,,
121-001577,1/20080,3003113,0,029015,RACK SZEKRÉNY,28/07/2006,31860,-31860,0,HUF,2080000000,?,TRITON 6U,1,DB,INFO,B104,,,
121-001577/3,,,1,084889,TÚLFESZÜLTSÉG LEVEZETŐ,26/09/2006,22500,-22500,0,HUF,2080000000,1/20080/3,,3,DB,INFO,Alszám probléma,,,
121-001577/1,,,2,084887,KOSÁR+CSAVAR,26/09/2006,432,-432,0,HUF,2080000000,1/20080/1,,4,DB,INFO,Alszám probléma,,,
121-001577/2,,,3,084888,ELOSZTÓSÁV,26/09/2006,7500,-7500,0,HUF,2080000000,1/20080/2,,1,DB,INFO,Alszám probléma,,,
121-001577/6,,,4,084892,DESKTOP (3C2000-T),26/09/2006,12120,-12120,0,HUF,2080000000,1/200080/6,,1,DB,INFO,Alszám probléma,,,
121-001577/5,,,5,084891,MODULAR BETÉT (RJ-45),26/09/2006,2544,-2544,0,HUF,2080000000,1/20080/5,,2,DB,INFO,Alszám probléma,,,
121-001577/4,,,6,084890,FALI ALJZAT,26/09/2006,264,-264,0,HUF,2080000000,1/20080/4,,1,DB,INFO,Alszám probléma,,,
121-001656,1/20510,3003178,0,031234,OSZCILLOSZKÓP,20/12/2006,688980,-688980,0,HUF,2080000000,-,GOODWILL,1,DB,INFO,JASI?,,,
121-001661,1/20526,3003183,0,031266,JELMÉRŐ MŰSZER,12/12/2006,2100000,-2100000,0,HUF,2080000000,9151010,FLUKE NETWOR,1,DB,INFO,B104,JASI,,
121-001662,1/20540,3003184,0,031267,MICROSCANNER,12/12/2006,118800,-118800,0,HUF,2080000000,,FLUKE NETWOR,1,DB,INFO,B104,,,
121-001662/2,,,1,085914,HORD.TÁSKA,18/01/2007,6240,-6240,0,HUF,2080000000,,,1,DB,INFO,B104,,,
121-001662/1,,,2,085913,FLUKE NETWORKS KIT,18/01/2007,174000,-174000,0,HUF,2080000000,,,1,DB,INFO,B104,,,
121-001663,1/20541,3003185,0,031268,MICROSCANNER,12/12/2006,118800,-118800,0,HUF,2080000000,,FLUKE NETWOR,1,DB,INFO,,,,
121-001663/1,,,1,085915,FLUKE NETWORKS KIT,18/01/2007,174000,-174000,0,HUF,2080000000,1/20541/1,,1,DB,INFO,,,,
121-001663/2,,,2,085916,HORD.TÁSKA,18/01/2007,6240,-6240,0,HUF,2080000000,1/20541/2,,1,DB,INFO,,,,
121-001745,1/20858,3003251,0,032325,DIGITÁLIS MULTIMÉTER,16/05/2007,155327,-155327,0,HUF,2080000000,CH810182,GOODWILL,1,DB,INFO,,,,
121-001796,1/20940,3003297,0,032471,KAMERA,02/07/2007,110670,-110670,0,HUF,2080000000,00408C7EF5B0,AXIS,1,DB,INFO,Felszerelt?,,,
121-001797,1/20941,3003298,0,032472,KAMERA,02/07/2007,110670,-110670,0,HUF,2080000000,00408C7EF5B5,AXIS,1,DB,INFO,Felszerelt?,,,
121-001798,1/20942,3003299,0,032473,KAMERA,02/07/2007,110670,-110670,0,HUF,2080000000,00408C7EF954,AXIS,1,DB,INFO,szerver,Szerver,,
121-001799,1/20943,3003300,0,032474,KAMERA,02/07/2007,110670,-110670,0,HUF,2080000000,00408C7EF40E,AXIS,1,DB,INFO,szerver,Szerver,,
121-100046,1/22081,3003604,0,100046,INTERAKTÍV RENDSZER,08/09/2008,1449600,-1449600,0,HUF,2080000000,?,SMART-BOARD,1,DB,INFO,,,,
121-151955,1/22814,3003786,0,151955,PROJEKTOR,20/03/2009,730188,-730188,0,HUF,2080000000,?,NEC NP-2150,1,DB,INFO,Szerver,,,
121-156069,1/22870,3003816,0,156069,ROBOTTECHNIKAI OKTATÓ SZETT,19/05/2009,120549,-120549,0,HUF,2080000000,?,?,1,DB,INFO,,,,
121-156070,1/22869,3003817,0,156070,ROBOTTECHNIKAI OKTATÓ SZETT,19/05/2009,120550,-120550,0,HUF,2080000000,?,?,1,DB,INFO,,,,
121-156071,1/22868,3003818,0,156071,ROBOTTECHNIKAI OKTATÓ SZETT,19/05/2009,120550,-120550,0,HUF,2080000000,?,?,1,DB,INFO,,,,
121-160664,1/23167,3003879,0,160664,RACK RENDSZER,24/09/2009,451284,-451284,0,HUF,2080000000,?,RMA-42-A88,1,DB,INFO,emelet cisco előtt,szerverben a hűtése,,
121-166135,1/23686,3003996,0,166135,SMARTBOARD (PROJEKTOR + TÁBLA),22/12/2009,1192975,-1192975,0,HUF,2080000000,?,SB680+UF55,1,DB,INFO,Emelet aula,,,
121-166137,1/23688,3003997,0,166137,FELELTETŐ ÉS SZAVAZÓRENDSZER,22/12/2009,545737,-545737,0,HUF,2080000000,?,SMART SENTEO,1,DB,INFO,,,,
121-166137/1,,,1,166136,HANGSZÓRÓ (USB),04/01/2010,121263,-121263,0,HUF,2080000000,1/23688/1,,1,DB,INFO,,,,
121-183674,1/24277,3004216,0,183674,VEZETÉK NÉLKÜLI ÍRÓTÁBLA,01/07/2010,197500,-197500,0,HUF,2080000000,? (NINCS),AIRLINER,1,DB,INFO,,,,
121-183675,1/24278,3004217,0,183675,VEZETÉK NÉLKÜLI ÍRÓTÁBLA,01/07/2010,197500,-197500,0,HUF,2080000000,#NÉV?,AIRLINER,1,DB,INFO,,,,
121-183676,1/24279,3004218,0,183676,VEZETÉK NÉLKÜLI ÍRÓTÁBLA,01/07/2010,197500,-197500,0,HUF,2080000000,? (NINCS),AIRLINER,1,DB,INFO,,,,
121-183677,1/24280,3004219,0,183677,INTERAKTÍV FELELTETŐ RENDSZER,01/07/2010,786562,-786562,0,HUF,2080000000,? (NINCS),SRP-(PE)-32,1,DB,INFO,,,,
121-183680,1/24270,3004220,0,183680,INTERAKTÍV TÁBLA,01/07/2010,1374062,-1374062,0,HUF,2080000000,? (NINCS),WXGA 12080*8,1,DB,INFO,,,,
121-183680/2,,,1,183679,SZTEREO AUDIO RENDSZER,23/08/2010,136250,-136250,0,HUF,2080000000,1/24270/2,,1,DB,INFO,,,,
121-183682,1/24271,3004221,0,183682,INTERAKTÍV TÁBLA,01/07/2010,1374063,-1374063,0,HUF,2080000000,? (NINCS),WXGA 12080*8,1,DB,INFO,B105,,,
121-183682/2,,,1,183681,SZTEREO AUDIO RENDSZER,23/08/2010,136250,-136250,0,HUF,2080000000,1/24271/2,,1,DB,INFO,B105,,,
121-183684,1/24272,3004222,0,183684,INTERAKTÍV TÁBLA,01/07/2010,1374063,-1374063,0,HUF,2080000000,? (NINCS),WXGA 12080*8,1,DB,INFO,,,,
121-183684/2,,,1,183683,SZTEREO AUDIO RENDSZER,23/08/2010,136250,-136250,0,HUF,2080000000,1/24272/2,,1,DB,INFO,,,,
121-184103,1/24356,3004260,0,184103,HÁLÓZATI MÉRŐMÜSZER,15/09/2010,7547984,-7547984,0,HUF,2080000000,1385009,FLUKE NETWOR,1,DB,INFO,,,,
121-184103/4,,,1,184104,MÉRŐKÁBEL,17/09/2010,643828,-643828,0,HUF,2080000000,1/24356/4,,2,DB,INFO,,,,
121-184105,1/24358,3004261,0,184105,MÉRŐESZKÖZ (HÁLÓZATI),15/09/2010,242649,-242649,0,HUF,2080000000,1355057,FLUKE NETWOR,1,DB,INFO,szerver,,,
121-184106,1/24359,3004262,0,184106,MÉRŐESZKÖZ (HÁLÓZATI),15/09/2010,242649,-242649,0,HUF,2080000000,1355075,FLUKE NETWOR,1,DB,INFO,Mérnöki Iroda,,,
121-184107,1/24357,3004263,0,184107,MÉRŐESZKÖZ (HÁLÓZATI),15/09/2010,447551,-447551,0,HUF,2080000000,13830007,FLUKE NETWOR,1,DB,INFO,B104,JASI,,
121-190660,1/24708,3004411,0,190660,OKTATÓRENDSZER (BLUETOOTH),31/12/2010,1303125,-1303125,0,HUF,2080000000,-,BT-2001,1,DB,INFO,,,,
121-190661,1/24709,3004412,0,190661,OKTATÓRENDSZER (WIRELESS),31/12/2010,1873500,-1873500,0,HUF,2080000000,-,BT-3000,1,DB,INFO,,,,
121-190662,1/24710,3004413,0,190662,OKTATÓRENDSZER (MIKROHULLÁMÚ),31/12/2010,1140125,-1140125,0,HUF,2080000000,-,MW-2000,1,DB,INFO,,,,
121-190663,1/24711,3004414,0,190663,OKTATÓRENDSZER (ANTENNA ÉS RÁDIÓHULLÁM),31/12/2010,2239625,-2239625,0,HUF,2080000000,-,WATS-2002,1,DB,INFO,,,,
121-190895,1/24796,3004439,0,190895,PROJEKTOR,17/12/2010,254742,-254742,0,HUF,2080000000,F0HE00124,HITACHI,1,DB,INFO,Szerver,,,
121-190895/1,,,1,190900,KONZOL,21/12/2010,57375,-57375,0,HUF,2080000000,1/24796/1,,1,DB,INFO,,,,
121-190896,1/24797,3004440,0,190896,PROJEKTOR,17/12/2010,254743,-254743,0,HUF,2080000000,F0HE00127,HITACHI,1,DB,INFO,Szerver,,,
121-190896/1,,,1,190898,KONZOL,21/12/2010,57375,-57375,0,HUF,2080000000,1/24797/1,,1,DB,INFO,,,,
121-197510,1/25030,3004522,0,197510,SZÜNETMENTES,17/03/2011,1032500,-1032500,0,HUF,2080000000,MA00760007,UPS MH-6000,1,DB,INFO,Elosztó,,,
121-204228,1/25143,3004633,0,204228,BELÉPTETŐ VEZÉRLŐ,15/04/2011,268750,-268750,0,HUF,2080000000,00187D147345,EVC-2,1,DB,INFO,Beépítve/szerver,,,
121-204228/2,,,1,204222,BÖVITÖ MODUL,25/05/2011,139237,-139237,0,HUF,2080000000,1/25143/2,,3,DB,INFO,Beépítve/szerver,,,
121-204228/3,,,2,204223,KÁRTYAOLVASÓ,25/05/2011,266250,-266250,0,HUF,2080000000,1/25143/3,,6,DB,INFO,Beépítve/szerver,,,
121-204228/4,,,3,204224,TÁPEGYSÉG (SZÜNETMENTES),25/05/2011,750000,-750000,0,HUF,2080000000,1/25143/4,,25,DB,INFO,,,,
121-204228/5,,,4,204225,PROXIMITY READER,25/05/2011,97150,-97150,0,HUF,2080000000,1/25143/5,,1,DB,INFO,Beépítve/szerver,,,
121-204228/6,,,5,204226,KÉTIRÁNYÚ FORGÓVILLA,25/05/2011,1170413,-1170413,0,HUF,2080000000,1/25143/6,,1,DB,INFO,Koli Beléptetőszar,,,
121-204228/7,,,6,204227,ROZSDAMENTES KORLÁT,25/05/2011,93750,-93750,0,HUF,2080000000,1/25143/7,,1,DB,INFO,Koli Beléptetőszar,,,
121-204233,1/25144,3004634,0,204233,BELÉPTETŐ VEZÉRLŐ,15/04/2011,268750,-268750,0,HUF,2080000000,00187D146E03,EVC-2,1,DB,INFO,Beépítve/szerver,,,
121-204233/4,,,1,204232,PROXIMITY READER,25/05/2011,97150,-97150,0,HUF,2080000000,1/25144/4,,1,DB,INFO,Beépítve/szerver,,,
121-204233/2,,,2,204230,BÖVITÖ MODUL,25/05/2011,139237,-139237,0,HUF,2080000000,1/25144/2,,3,DB,INFO,Beépítve/szerver,,,
121-204233/3,,,3,204231,KÁRTYAOLVASÓ,25/05/2011,266250,-266250,0,HUF,2080000000,1/25144/3,,6,DB,INFO,Beépítve/szerver,,,
121-204237,1/25145,3004635,0,204237,BELÉPTETŐ VEZÉRLŐ,15/04/2011,268750,-268750,0,HUF,2080000000,00187D146CD5,EVC-2,1,DB,INFO,Beépítve/szerver,,,
121-204237/2,,,1,204234,BÖVITÖ MODUL,25/05/2011,139237,-139237,0,HUF,2080000000,1/25145/2,,3,DB,INFO,Beépítve/szerver,,,
121-204237/3,,,2,204235,KÁRTYAOLVASÓ,25/05/2011,310625,-310625,0,HUF,2080000000,1/25145/3,,7,DB,INFO,Beépítve/szerver,,,
121-204237/4,,,3,204236,PROXIMITY READER,25/05/2011,97150,-97150,0,HUF,2080000000,1/25145/4,,1,DB,INFO,Beépítve/szerver,,,
121-204241,1/25146,3004636,0,204241,BELÉPTETŐ VEZÉRLŐ,15/04/2011,268750,-268750,0,HUF,2080000000,00187D146E05,EVC-2,1,DB,INFO,Beépítve/szerver,,,
121-204241/2,,,1,204238,BÖVITÖ MODUL,25/05/2011,139238,-139238,0,HUF,2080000000,1/25146/2,,3,DB,INFO,Beépítve/szerver,,,
121-204241/3,,,2,204239,KÁRTYAOLVASÓ,25/05/2011,310625,-310625,0,HUF,2080000000,1/25146/3,,7,DB,INFO,Beépítve/szerver,,,
121-204241/4,,,3,204240,PROXIMITY READER,25/05/2011,97150,-97150,0,HUF,2080000000,1/25146/4,,1,DB,INFO,Beépítve/szerver,,,
121-204245,1/25147,3004637,0,204245,BELÉPTETŐ VEZÉRLŐ,15/04/2011,268750,-268750,0,HUF,2080000000,00187D147323,EVC-2,1,DB,INFO,Beépítve/szerver,,,
121-204245/4,,,1,204244,PROXIMITY READER,25/05/2011,194300,-194300,0,HUF,2080000000,1/25147/4,,2,DB,INFO,Beépítve/szerver,,,
121-204245/2,,,2,204242,BÖVITÖ MODUL,25/05/2011,139237,-139237,0,HUF,2080000000,1/25147/2,,3,DB,INFO,Beépítve/szerver,,,
121-204245/3,,,3,204243,KÁRTYAOLVASÓ,25/05/2011,310625,-310625,0,HUF,2080000000,1/25147/3,,7,DB,INFO,Beépítve/szerver,,,
121-204250,1/25148,3004638,0,204250,BELÉPTETŐ VEZÉRLŐ,15/04/2011,268750,-268750,0,HUF,2080000000,00187D147337,EVC-2,1,DB,INFO,Beépítve/szerver,,,
121-204250/4,,,1,204249,PROXIMITY READER,25/05/2011,194300,-194300,0,HUF,2080000000,1/25148/4,,2,DB,INFO,Beépítve/szerver,,,
121-204250/3,,,2,204248,KÁRTYAOLVASÓ,25/05/2011,310625,-310625,0,HUF,2080000000,1/25148/3,,7,DB,INFO,Beépítve/szerver,,,
121-204250/2,,,3,204247,BÖVITÖ MODUL,25/05/2011,185652,-185652,0,HUF,2080000000,1/25148/2,,4,DB,INFO,Beépítve/szerver,,,
121-217023,1/25358,3004850,0,217023,VÍZMELEGÍTŐ,11/11/2011,19990,-19990,0,HUF,2080000000,65,10L,1,DB,NEM INFO,,,,
121-242118,1/26300,3005348,0,242118,PROJEKTOR,19/12/2012,365876,-365876,0,HUF,2080000000,01150692 2Y40239UH,M420X,1,DB,INFO,tárgyaló,,,
121-242119,1/26301,3005349,0,242119,PROJEKTOR,19/12/2012,365876,-365876,0,HUF,2080000000,01150692 2Y40237UH,M420X,1,DB,INFO,,,,
121-242120,1/26302,3005350,0,242120,PROJEKTOR,19/12/2012,365875,-365875,0,HUF,2080000000,01150692 2Y40255UH,M420X,1,DB,INFO,Szerver,,,
121-278051,1/28498,3005959,0,278051,CNC ESZTERGA,03/12/2014,3621000,-2666942,954058,HUF,2080000000,1320564,MINTURN,1,DB,NEM INFO,,,,
121-302048,1/29887,3006066,0,302048,GÁZKROMATOGRÁF TÖMEGSPEKTROMÉTER,21/12/2016,1574803,-691901,882902,HUF,2080000000,CN10332029,G7020A,1,DB,NEM INFO,,,,
121-302048,1/29887,,2,3006066-0002,Számítógép HP DC7900,15/02/2017,150000,-62568,87432,HUF,2080000000,C7C0145JHR,HP DC 7900,1,DB,NEM INFO,,,,
121-302048,1/29887,,3,3006066-0003,Monitor HP LE1901,15/02/2017,30000,-12514,17486,HUF,2080000000,3CQ0172GBP,HP LE1901,1,DB,NEM INFO,,,,
1214-287462,1/29010,3006455,0,287462,HULLADÉKTÁROLÓ,27/05/2015,44900,-44900,0,HUF,2080000000,,770L,1,DB,NEM INFO,,,,
1214-298122,1/29554,3006575,0,298122,VÁGÓGÉP,16/06/2016,56672,-56672,0,HUF,2080000000,,FELLOWES,1,DB,NEM INFO,PR,,,
1224-295757,B-290/2016,3010787,0,295757,FORGÓSZÉK,19/01/2016,24748,-24748,0,HUF,2080000000,,,1,DB,NEM INFO,,,,
124-000499,1/17137,3011178,0,017777,SZÁMITÓGÉP,24/09/2003,158281,-158281,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000499/9,,,1,074624,GENIUS EGÉR PS/2,18/10/2003,1020,-1020,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000499/1,,,2,074626,BILLENTYÜZET (MAGYAR),20/10/2003,2423,-2423,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000499/1,,,3,074627,MONITOR,20/10/2003,36613,-36613,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000500,1/17138,3011179,0,023342,SZÁMITÓGÉP,24/09/2003,144956,-144956,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000500/1,,,1,074645,HANGFAL (GENIUS),02/06/2005,7508,-7508,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000500/9,,,2,074639,GENIUS EGÉR PS/2,18/10/2003,1020,-1020,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000500/1,,,3,074641,MONITOR,20/10/2003,36613,-36613,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000500/1,,,4,074640,BILLENTYÜZEt (MAGYAR),20/10/2003,2423,-2423,0,HUF,2080000000,,,1,DB,,,,,
124-000503,1/17141,3011181,0,017816,SZÁMITÓGÉP,24/09/2003,107005,-107005,0,HUF,2080000000,,,1,DB,INFO,Blabor,,,
124-000503/9,,,1,074678,GENIUS PS/2,18/10/2003,1020,-1020,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000503/1,,,2,074670,MIDITORONY,18/10/2003,7714,-7714,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000503/1,,,3,074679,BILLENTYÜZET,20/10/2003,2423,-2423,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000503/1,,,4,074681,INNO3D GEFORCE MX440,12/10/2005,9412,-9412,0,HUF,2080000000,,,1,DB,INFO,,,,
124-000504,1/17142,3011182,0,017781,SZÁMITÓGÉP,24/09/2003,130331,-130331,0,HUF,2080000000,,,1,DB,INFO,Blabor,,,
